uidplot,CLASS_FIELD_FWSST,BAHA,DISP,FICA4,ILVO,IPSA,JURO,KOVI,LYLI2,MOCE2,OSRE,PAVI2,PHAU7,QUVI,SALA,SADE10,BORO5,SMRO,SOSE,SPPA,TORA2,PITA,TYAN,SCAM6,JUVI,SPAL,IVFR,LICA17,PLOD,SPCY,AVGE,BAMA5,BOFR,SYTE6
5502,E2EM,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,46,0,0,0,0,0,8,3.02,0.02,0,0,0,0,0,0.08
5822,E2EM,0,34,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,18,0,0,0,16,0,0,0,0,0,0,0,0,0,0
5823,E2EM,13,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,13,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0
3624,E2EM,0,0,0,0,0,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,0,0,0,0,0,0,0
5098,E2EM,0,8,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,2.2,0
5099,E2EM,0,0,0,0,0,90,0,0,0,0,0,0,0,4,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,E2EM,0,0,0,0,0,72,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,E2EM,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290,E2EM,0.22,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5291,E2EM,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
5516,E2EM,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
5517,E2SS,0,0,0,0.2,1,0,0,0,0,0,0,0,5,0,0,0,0.4,0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5518,E2EM,0,0,0,0,0,42.2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,38.2,0,0,0,0,0,0,0,0
5521,E2EM,0,0.04,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,8,0
5532,E2EM,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
5536,E2SS,0,0,0,52.5,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,13.75,2,0,0,0,0,0,0,0,0,0,0,0,0
5542,E2EM,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
3401,E2SS,1.62,0.8,0.2,8.2,0.2,17.22,0,0,3.4,0,0,0,5,0,0,0,0,0,29.42,0.24,5.64,0,0,15.02,0,2.22,0.1,0,0,0,0,0.02,0
3403,E2SS,0.28,0,0,2.8,0.06,0.2,0.04,0,50,0.08,5.02,0,0,0,0,0,0.04,0,0,28,0,0,0,0.26,0,0,0.04,0,0,0,0,0,0
3957,E2EM,0,52.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50.8,0,0,0,0,0,0,0,0,0,13,0,0,0,0
4067,E2EM,0.02,13.22,0.02,0,0,1.02,0,0,1.2,0,0,0,0,0,44.6,0,0,0,20,0,0,0,0,0.22,0.8,3.8,2.02,0,0,0,0,6.6,0
4394,E2EM,0,1.2,0,0,0,26.6,0,0,0,0,0,0,0,0,3.82,0,0,0,54,0,0,0,0,0,0.62,0.2,0.26,0,0,0,0,51,0
4541,E2EM,0,35,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,46.6,0,0,0,0,0,0,0,0,0,0
4543,E2EM,0.02,0.06,0,0,0,84,0,0,0,0,0,0,0,0,0,0.06,0,0,0.02,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0
4771,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
4773,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
5119,E2EM,25.22,0.04,0,0,6.64,73,0,0.02,4.8,0,0,0,0,0,0,0,0.02,0,5.08,1.42,0,0,0,0.02,0,0.02,0.66,0,0,0,0,13.8,0
5147,E2EM,0,2.86,0,0,0,94,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0
5149,E2EM,0.06,46.2,0,0,0,4,0,0,0.6,0,0,0,0,0,0,0.84,0,0,37.8,1.04,0,0.02,75.4,0,0,0,0,0,0,0,0,0,0
5281,E2EM,0,2.6,0,0,0,35.2,0,0,0,0,0,0,0,0,0,0.42,0,0,24.6,0,0,0,0,0,5.22,12.04,0.22,0,0,0,0,0,0
5285,E2EM,0.4,0.84,0,0.02,0.4,75.6,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,2.8,0,0,0,0,0,0,0,0
5295,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0,0,0,0,0,0,0,0
5400,E2SS,0.1,0,0,4.2,0.04,0.2,0,0,57.8,0.08,4.44,0,0,0,0,0,0,0,0,23.6,0,0,0,0.1,0,0,0,0,0,0,0,0,0
5551,E2SS,3.6,0.6,0,0.6,0.22,0,1.04,0,19.6,0,0.02,0,0,0,0,2.4,8.22,0,34.2,31.2,4.6,0,0,9.8,0,1.22,0,9.8,0,0,0,0,0
5555,E2EM,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,59.6,0
5566,E2EM,0,0,0,0,0,0,0,0,17,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
5582,E2EM,0,0.62,0,0,0.02,1.6,0,0.06,0,0,0,0,0,1.02,0,0.24,0,0,0,0,0,0.02,0.4,0,0.04,2.02,0.04,0,5.2,0,0,0,0
5586,E2EM,0,1.22,0,0,0,82.6,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,11.82,0,0,0,0,0,0,1.24,0
5590,E2EM,6.02,0,0,0,0,19.82,0,0,0,0,0,0,0,0,0,10.2,0,0,8.22,0,0,0,0,0,3.02,0,0,0,38,0,0,0,0
5591,E2EM,0.1,52.8,0,0,0,0,0.08,0,0.26,0,0,0,0,0,0,0.02,0,0,30.02,4.02,0,12.2,0,0,0,1.82,0.06,0,0,0,0,0,0
5592,E2EM,0,1.02,0,0,0,91.4,0,0,0,0,0,1.42,0,0,0,0.82,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0
5593,E2EM,0,3.44,0,0,0,80.02,0,0,0,0,0,18.4,0,0,0,0.02,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,41,0,0,0,0,0,54.2,0,0,0,0,0,0,0,0
5155,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,82.8,0,0.02,0,0,0,0,0,0
5156,E2EM,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,2.46,0.02,0,0,0,0,49.62,27.62,0.26,0,0,0,0,0,0
5160,E2EM,0,1.4,0,0,0,0,0,0,0,0,0,0.22,0,0,0.24,0,0,0,6,0,0,0,0,0,74,0.1,0.12,0,0,0,0,0,0
5161,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,45.2,0,0,0,0,0,51,0,0,0.22,0,0,0,0,0.02
5162,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0.84,0,0,0,0,0,58.6,19.2,0.64,0,0,0,0,0,0
5163,E2EM,0.8,28.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.2,8.02,0,0,0,0,0.4,32.02,2.4,0,0,0,0,0,0,0
5164,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.8,0,0,0,0,0,0,0,0
5165,E2EM,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,20.6,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0.46
5166,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.2,0,0,0,0,0,63.8,0,10,0,0,0,0,0,0
5167,E2EM,0,19.04,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,7.8,0,0,0,0,0,65.6,3.2,0.4,0,0,0,0,0,0
5168,E2EM,15.02,51.2,0,0,0,0,0,0,0,0,5.4,3.6,0,0,0.06,0.06,0.2,0.02,10.02,0.02,0,0,0,0.02,0,5.4,0.02,0.04,3.22,0,0,0,0.04
5169,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0
5170,E2EM,0,8,0,0,0,0,0,0,0,0,0,0.04,0,0,0.08,0.02,0,0,59.4,0,0,0,0,0,28.42,0,0,0,0,0,0,0,0.08
5172,E2EM,0,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,48.8,0,0,0,0,0,14.04,0,0,0,0,0,0,0,0
5176,E2EM,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,93.8,0,0.8,0,0,0,0,0,0
5215,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,88.8,0,0.06,0,0,0,0,0,0
4370,E2EM,0,1,0,0,0,0,0,0,0,0,0,0.02,0,0,0.06,0,0,0,48,0,0,0,0,0,51,0,0,0,0,0,0,0,0
4371,E2EM,0,1,0,0,0,0,0,0,0,0,0,0.02,0,0,0.06,0,0,0,65,0,0,0,0,0,34,0,0,0,0,0,0,0,0
4374,E2EM,0,0.62,0,0,0,0,0,0,0,0,0,29.4,0,0,0.1,0,0,0.02,0.64,0,0,0,0,0,59.4,0.02,0,0,0,0,0,0,0
4465,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,66.4,0,0.24,0,0,0,0,0,0
4466,E2EM,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.8,0,0,0,0,0,94.2,0,0.08,0,0,0,0,0,0.24
4468,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,6.2,0,0,0,0,0,88.8,0,2.62,0,0,0,0,0,0.06
4473,E2EM,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,10.42,0,0,0,0,0,62,0,0.46,0,0,0,0,0,0.08
4475,E2EM,0,0.62,0,0,0,0,0,0,0,0,0,24.4,0,0,0.1,0,0,0,1.22,0,0,0,0,0,61.8,0.4,0,0,0,0,0,0,0
2611,E2EM,0,12.2,0,0,0,34,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,58,0,0.4,0,0,0,0.2,0,0
2750,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
2769,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
2791,E2EM,0,24.4,0,0,0,12.4,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0,0,0,7.6,0
2792,E2EM,0,3,0,0,0,4.4,0,0,0,0,0,0,0,0,21.4,0,0,0,8,0,0,0,0,1,0,3,0.4,0,0,0,0,34,0
3275,E2SS,0,34,12,0,0,33,0,0,0,0,0,0,0,0,5.6,0,0,1,0,0,0,0,0,2.4,0,14.2,2.8,0,0,0,0.6,7.4,0
3358,E2EM,1,40,0.2,0,0,0,0,0,0,0,0.6,0,0.8,0,0,0,0,0.4,0,0,0,0,0,2.6,17,3,4.8,0,0,0,13.8,10,0
3404,E2EM,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,0,0.4,0,0,0,1.4,0,0,0,0,1,72,0.2,0.2,0,0,0,0.4,3,0
3405,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8,0,0,0,0,0,0,0,0
3453,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
3678,E2EM,0,13.6,2,0,0,64,0,0,2,0,0,0.2,0,0,1.2,0,0,0,0,0,0,0,0,0.2,2,0.6,2.4,0,0,0,0,51,0
3679,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,46.2,0,0,0,0,0,0,0,0
3682,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
3683,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
4446,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
4497,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4,0,0,0,0,0,0,0,0
4772,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
5125,E2EM,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,1,0,0
5128,E2EM,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
5129,E2SS,0,2,0,0,0,0,0,0,0,0,0,1.2,0,0,0.2,1,0,0,0,0,0,0,0,0,51,29.2,0,0,0,0,0,0,0
5130,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5131,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4,0,0,0,0,0,0,0,0
5142,E2EM,0,0,0,0,0,8,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,1.6,1.8,4,0.2,0,0,0,0,23,0
5206,E2EM,0,0,0,0,0,0.4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,73.4,1,0,0,0,0,4,3,0
5216,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
5248,E2EM,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,71,1,0.6,0,0,0,2,17,0
5250,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
5262,E2SS,1.2,0.4,0,0,0,40,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,29,4,1.4,0,0,0,0,6,0
5269,E2EM,0,7.4,0,0,0,35,0,0,0,0,0,0,0.2,0,25,0,0,0,0,0,0,0,0,4,5,7.4,3.2,0,0,0,26,52,0
5340,E2SS,4,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,11.42,7,0,0,0,0.2,0,0,0,0,0,0,0,0,0
3340,E2SS,0,30,0.02,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,46,0
3570,E2EM,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,38.7,0,0,0,7.8,0,0,0,0,0,38.6,7.02,0,0,0,0,0.04,0.9,4.22
3572,E2SS,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.02,8.2,0
3573,E2SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.24,0
3663,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3755,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0
3792,E2EM,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,E2SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.46,0,0,0,0,0,0,0,18.2,0,0,0,0,0.8,12.42,0
3893,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,77.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0.02,0,0
3895,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,85,5.2,0,0
3896,E2EM,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,60,0,0,0,0,0,17.2,0,0,0,0,0,0.2,0,0
4056,E2EM,0,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,26.6,1.4,0
4058,E2EM,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,59,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
4060,E2EM,0,14.8,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,96,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0
4062,E2EM,0,16,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.02,0,0,99.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0.02,0
4444,E2EM,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,86,1.1,0.2
4445,E2EM,0,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,81.6,1.02,0.4
4739,E2EM,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0
4794,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0
5714,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.2,0
5715,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
5716,E2EM,0,8,0,0,0.02,0,0,0.2,0,0,0,0,0,0,0,0,0,0.02,47,0,0,0,61,0,0,2.2,0,0,0,0,0,0,0.07
5717,E2EM,0.2,2.6,0,0,0,13,0,0.1,0,0,0,0,0,0,0,0.22,0,0,3.5,0,0,0,0,0,0,17.42,0,0,0,0,0,8.42,0
5718,E2EM,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,48.04,0,0,0,0,0,42.8,0,0
5719,E2SS,0,0.02,0,0,1.06,0,0,0,0,0,0,0,0,1.8,0,66,0,3.22,0,0,0,4.2,0,0,0,34,0,0,0,0,0,0,27
5722,E2SS,1,1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,1.2,0,0,0,0,0,1.6,0,0,0,0,0,0,0
5723,E2EM,6.4,0.2,0,0,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0,2.02,0,0,0,0,0,0,15,0,0.02,0,0,0,0.62,0
5724,E2SS,0.04,0.02,0,0,0.28,0,0.26,0,0,0,0,63,0,0,0,0,0,20,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2.02
5725,E2SS,12.2,0,0,12.4,0,0,0.14,0,0.2,0,0,0.6,0,0,0,0,0,1.84,15,0.02,0,0,0,0,0,33.02,0,0,0,0,0.02,0.18,0
5726,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,42.6,0,0
5733,E2SS,0,0.02,0,0,4.44,0.02,0,0,0,0,0,7.6,0,0.02,0,0,0,9,0,0,0,7.02,0,0,0,18.6,0,0,0,0,0,0,9.6
5734,E2EM,0,10.4,0,0,0,1.2,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
5735,E2EM,0,0,0,0,0,0,0,0,0,0,0,14.24,0,0,5.02,0,0,0,0,0,0,0,0,0,0,17.2,0.3,0,0,0,31.92,3.6,0
5736,E2EM,0,0,0,0,0.1,0,0.04,0,0,0,0,2.42,0,0.02,0,0,0,11.6,0,0,0,0,0,0,0,27.6,0,0.02,0,0,0,0,4.08
5737,E2EM,0,34,0,0,0,0,0,0,0,0,0,0,0,0,59.6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20.42,3.62,0.04
5738,E2EM,0,0,0,0,2.44,0,0,0.12,0,0,0,21.2,0,0.02,0,41,0,2.1,0.02,0,0,0,0,0,0.04,19.4,0,0,0,0,0,0,1.42
3317,E2EM,0,9.2,0,0,0,0.6,0,0,0,0,0,12,0,0,0,0,0,0,50.4,0,0,36.8,33.8,0,1.2,0,0,0,3,0,0,0,0
3339,E2EM,1.4,37,0,0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0,0,0,0,1.6,0.2,1.4,0,0,0,0,0,0,0
3408,E2SS,7.02,0,0,0,0,0,0,0,16,0,0,4.6,0,0,0,0,0,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0
3409,E2SS,0,0,0,0,0,0,0,0,45.2,0,0,0,0,0,0,0,0,0,0,3.8,3,0,0,0,0,0,0,0,40.2,0,0,0,0
3411,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,54,3.42,0,0,18,0,0,0,0
3436,E2EM,0,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,47,0,0,0,0,0,0,0,0
3437,E2SS,0.4,11.4,0,0,0,0,0,0,2,0,0.2,5,0,0,0,0.4,0.6,0,30,0.4,2.6,0,0,3.4,18,5.6,0,0,0,0,0,0,0
3438,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0
3702,E2SS,0,0,0,0,0,0,0,0,29,0.6,0.4,0,19,0,0,0,24,0,0,1.04,3,0,0,0,0,0,0,0,0,0,0,0,0
3854,E2SS,0,5,0,0,0,0,0,0,51,0,0.8,0,0,0,0,6.6,0,0,69,5,0,0,0,0.02,0,0,0,0,0,0,0,0,0
3860,E2EM,1.4,24.02,0,0,0,0,0,0,0,0,0,69.2,0,0,0.02,0,0,0,6,0.2,0,0,0,0.6,0.6,4.4,0.02,0.6,0,0,0,0,0
3861,E2SS,0,0,0,0,0,0,0,0,37,0.04,48,0,0,0,0,0,0.6,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,E2SS,3,2,0.2,0,0,0,0,0,18,0,5,0,0,0,0,0.02,0.2,1.8,57,0.2,5,0,0,5.6,15,17,0.8,0,0,0,0,0.82,0
3863,E2SS,1.4,1,0,0,0,0,0,0,30,0,14.6,0,0,0,0,0.2,5.2,0.02,31,2.02,55,0,0,0,0,0,0,0,0,0,0,0,0
4386,E2SS,0.6,0,0,0,0,0,0,0,48,0,0,36,0,0,0,0,0.64,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0
4389,E2EM,0,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8,0,0,0,0,0,0.6,0.02,0,0,0,0,0,0,0
5746,E2SS,0,3.6,0,0,0,0.6,0,0,55,0,1.4,0,0,0,0,6.4,0.6,0,68,3.6,0,0,0.2,0.02,0,0,0,0,0,0,0,0,0
5748,E2SS,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,1,0,12,0,0,1.8,2,0,0,40,0,0,0,0,0,0,0
5750,E2EM,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,34.8,0,0,0,0,0,8.6,0.02,0,0,0,0,0,0,0
5752,E2EM,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,14,0,0,0,0,0,0,0,0
5753,E2EM,0,43,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,59,0,0,0,0,0,5,32.02,1.6,0,0,0,0,0,1.6
5754,E2SS,7.6,2.2,0,0,0,0,0,0,5,0,0,62,0,0,0,0,0,0,11.6,40,37,0,0,22,0,9,0,0,0,0,0,0,0
5755,E2SS,1,16,0,0,0,0,0,0,0,0,0,38,0,0,0.04,0.4,0,0.4,36,1,5,0,0,0,11,4,0,0,0,0,0,0,0
5761,E2EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
